GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_007992495.1	13186648	GCF_007992495.1	13218448	
GCA_001580535.1	2932128	GCF_001580535.1	3138738	
GCA_001431535.1	2572608	GCF_001431535.1	2691188	
GCA_003946675.1	8091378	GCF_003946675.1	8103318	
GCA_004138215.1	8397858	GCF_004138215.1	8523278	
GCA_001434515.1	2581948	GCF_001434515.1	2588868	
GCA_004362975.1	8770638	GCF_004362975.1	8783768	
GCA_000701825.1	1108758	GCF_000701825.1	1362068	
GCA_900129205.1	3775208	GCF_900129205.1	3837388	
GCA_000513095.1	885688	GCF_000513095.1	1432518	
GCA_902141845.1	11983078	GCF_902141845.1	12153138	
GCA_017356265.1	25554508	GCF_017356265.1	25569188	
GCA_003660285.1	7587758	GCF_003660285.1	7597128	
GCA_900120385.1	3755658	GCF_900120385.1	3821348	
GCA_001484195.1	2753738	GCF_001484195.1	2769798	
GCA_002006235.1	4159308	GCF_002006235.1	4160528	
GCA_016908145.1	25037428	GCF_016908145.1	25071598	
GCA_000311825.1	456168	GCF_000311825.1	641318	
GCA_005405185.1	10021878	GCF_005405185.1	10167408	
GCA_000770305.1	1366788	GCF_000770305.1	1433718	
GCA_003385415.1	7073178	GCF_003385415.1	7093818	
GCA_007556685.1	12683668	GCF_007556685.1	12994948	
GCA_000526955.1	900698	GCF_000526955.1	1099468	
GCA_900163755.1	4533558	GCF_900163755.1	4539908	
GCA_016653465.1	24595188	GCF_016653465.1	24635218	
GCA_000601455.1	976468	GCF_000601455.1	1436278	
GCA_001730235.1	3453958	GCF_001730235.1	3457648	
GCA_007992195.1	13186128	GCF_007992195.1	13214388	
GCA_900163655.1	4533338	GCF_900163655.1	4539328	
GCA_001544535.2	4558778	GCF_001544535.1	4564768	
GCA_003403295.1	7103418	GCF_003403295.1	7135718	
GCA_016583795.1	24497958	GCF_016583795.1	24569638	
GCA_000525915.1	899658	GCF_000525915.1	1436038	
GCA_004025965.2	17453868	GCF_004025965.2	17621038	
GCA_005930495.1	10791968	GCF_005930495.1	10869628	
GCA_001435875.1	2583248	GCF_001435875.1	2590008	
GCA_001678495.1	3329008	GCF_001678495.1	3389698	
GCA_900115615.1	3707048	GCF_900115615.1	4888568	
GCA_900167165.1	4186348	GCF_900167165.1	4193058	
GCA_002837135.1	5774298	GCF_002837135.1	5784678	
GCA_002727125.1	5581008	GCF_002727125.1	5590778	
GCA_019655335.1	28413558	GCF_019655335.1	28482658	
GCA_900115655.1	3700428	GCF_900115655.1	4889908	
GCA_000740055.1	1188188	GCF_000740055.1	1430718	
GCA_900128965.1	3775368	GCF_900128965.1	3837828	
GCA_001434455.1	2581888	GCF_001434455.1	2588728	
GCA_004349055.1	8741298	GCF_004349055.1	8749098	
GCA_903679515.1	20048978	GCF_903679515.1	20133238	
GCA_900102365.1	3695778	GCF_900102365.1	4884748	
GCA_009768935.1	15648088	GCF_009768935.1	15776238	
GCA_014646635.1	22189818	GCF_014646635.1	22205348	
GCA_000620005.1	992338	GCF_000620005.1	1115468	
GCA_002937115.1	6036158	GCF_002937115.1	6065288	
GCA_001431505.1	2572558	GCF_001431505.1	2661688	
GCA_002019225.1	4182408	GCF_002019225.1	4191918	
GCA_000701665.1	1108578	GCF_000701665.1	1184278	
GCA_900094935.1	3378068	GCF_900094935.1	4877468	
GCA_900129175.1	3776968	GCF_900129175.1	3838708	
GCA_001968985.1	4010978	GCF_001968985.1	4057688	
GCA_003245365.1	6677798	GCF_003245365.1	6704148	
GCA_014202895.1	21607208	GCF_014202895.1	21624808	
GCA_001437125.1	2584568	GCF_001437125.1	2682858	
GCA_001435195.1	2582628	GCF_001435195.1	2672868	
GCA_016908655.1	25037928	GCF_016908655.1	25070738	
GCA_019655015.1	28413238	GCF_019655015.1	28482718	
GCA_000787775.1	1393118	GCF_000787775.1	1524448	
GCA_001434845.1	2582278	GCF_001434845.1	2682758	
GCA_001879105.1	3726668	GCF_001879105.1	3731758	
GCA_018283645.1	26617808	GCF_018283645.1	26678788	
GCA_001440035.1	2587528	GCF_001440035.1	2681878	
GCA_001639285.1	3221668	GCF_001639285.1	3398328	
GCA_002995845.1	6218338	GCF_002995845.1	6241508	
GCA_001696715.1	3368108	GCF_001696715.1	3408598	
GCA_900096565.1	3636728	GCF_900096565.1	4885248	
GCA_001562015.1	2879218	GCF_001562015.1	3138878	
GCA_003011895.2	6491818	GCF_003011895.2	6531348	
GCA_019042215.1	27588878	GCF_019042215.1	27606658	
GCA_004349015.1	8741278	GCF_004349015.1	8751878	
GCA_003946325.1	8091038	GCF_003946325.1	8104598	
GCA_000953855.3	6959928	GCF_000953855.2	6972108	
GCA_001580025.1	2930328	GCF_001580025.1	3404908	
GCA_009733925.1	15584888	GCF_009733925.1	15599948	
GCA_000474765.1	813148	GCF_000474765.1	827068	
GCA_004352805.1	8745118	GCF_004352805.1	8752838	
GCA_014656095.1	22199298	GCF_014656095.1	22234438	
GCA_003864415.1	7991118	GCF_003864415.1	8054958	
GCA_013179805.1	19737898	GCF_013179805.1	19787298	
GCA_900111135.1	3696968	GCF_900111135.1	4868088	
GCA_000701805.1	1108738	GCF_000701805.1	1142428	
GCA_016056275.1	23899938	GCF_016056275.1	27044178	
GCA_000687775.1	1066238	GCF_000687775.1	1117288	
GCA_900142095.1	13712938	GCF_900142095.1	13761658	
GCA_002964845.1	6168968	GCF_002964845.1	6204758	
GCA_001270965.1	2248628	GCF_001270965.1	2292418	
GCA_004365815.1	8773578	GCF_004365815.1	8842428	
GCA_900141915.1	3778588	GCF_900141915.1	3841608	
GCA_000787855.1	1393198	GCF_000787855.1	1524588	
GCA_015159745.1	22826308	GCF_015159745.1	22834478	
GCA_001436505.1	2583898	GCF_001436505.1	2682798	
GCA_007556705.1	12683698	GCF_007556705.1	12918738	
GCA_000321165.1	508228	GCF_000321165.1	642458	
GCA_000763805.1	1350198	GCF_000763805.1	1442838	
GCA_002252985.1	4926538	GCF_002252985.1	4934468	
GCA_016908645.1	25037918	GCF_016908645.1	25070578	
GCA_009296165.1	14769318	GCF_009296165.1	14924158	
GCA_000520815.1	894038	GCF_000520815.1	1098408	
GCA_009857845.1	15777778	GCF_009857845.1	15931638	
GCA_003946025.1	8090718	GCF_003946025.1	8102538	
GCA_004359965.1	8767438	GCF_004359965.1	8781398	
GCA_004348685.1	8740938	GCF_004348685.1	8752598	
GCA_004348265.1	8740548	GCF_004348265.1	8749658	
GCA_001182895.1	2023368	GCF_001182895.1	2027638	
GCA_011045015.1	17317718	GCF_011045015.1	17372868	
GCA_011045015.1	17317718	GCF_011045015.1	17372868	
GCA_001642325.1	3229518	GCF_001642325.1	3406228	
GCA_006546775.1	11602368	GCF_006546775.1	11698258	
GCA_008016795.1	13264458	GCF_008016795.1	13343458	
GCA_000816495.1	1465898	GCF_000816495.1	1475088	
GCA_016583645.1	24497818	GCF_016583645.1	24570418	
GCA_000332355.1	528908	GCF_000332355.1	626228	
GCA_001017755.1	1792338	GCF_001017755.1	1797748	
GCA_018927715.1	27437498	GCF_018927715.1	27493488	
GCA_014637175.1	22180298	GCF_014637175.1	22202728	
GCA_012911925.1	19332628	GCF_012911925.1	19432758	
GCA_900114235.1	3707208	GCF_900114235.1	4881768	
GCA_900111795.1	3707328	GCF_900111795.1	4880628	
GCA_900205605.1	5344478	GCF_900205605.1	5379678	
GCA_000334155.1	529438	GCF_000334155.1	627448	
GCA_006228125.1	11098518	GCF_006228125.1	11380788	
GCA_900109085.1	3698408	GCF_900109085.1	4880208	
GCA_001293735.1	2326328	GCF_001293735.1	4892448	
GCA_015645445.1	23392688	GCF_015645445.1	23442918	
GCA_000964595.1	1712168	GCF_000964595.1	1714968	
GCA_004614165.1	9091438	GCF_004614165.1	9116698	
GCA_002894665.1	5921028	GCF_002894665.1	5926928	
GCA_000750005.1	1198058	GCF_000750005.1	1360068	
GCA_000455225.1	765268	GCF_000455225.1	1661928	
GCA_002902145.1	5947188	GCF_002902145.1	5973928	
GCA_900107165.1	3642758	GCF_900107165.1	4873128	
GCA_011045025.1	17317758	GCF_011045025.1	17373348	
GCA_000949295.1	1671828	GCF_000949295.1	2244868	
GCA_012911875.1	19332588	GCF_012911875.1	19432938	
GCA_008923365.1	14347728	GCF_008923365.1	14455878	
GCA_007992075.1	13185848	GCF_007992075.1	13218758	
GCA_003937805.1	8072668	GCF_003937805.1	8086208	
GCA_007785815.1	12941878	GCF_007785815.1	13036918	
GCA_002157795.1	4530188	GCF_002157795.1	4537528	
GCA_011800755.1	18166688	GCF_011800755.1	18456688	
GCA_000613285.1	987218	GCF_000613285.1	1101228	
GCA_009834985.1	15738748	GCF_009834985.1	15931858	
GCA_000686665.1	1065078	GCF_000686665.1	1115108	
GCA_900129265.1	3778748	GCF_900129265.1	3842148	
GCA_010915725.1	17065208	GCF_010915725.1	17348538	
GCA_015356865.1	23065008	GCF_015356865.1	23190358	
GCA_009866965.1	15787028	GCF_009866965.1	15936078	
GCA_003574095.1	7458158	GCF_003574095.1	7466818	
GCA_005889735.1	10745708	GCF_005889735.1	10753628	
GCA_002938425.1	6038108	GCF_002938425.1	6065308	
GCA_001561915.1	2879078	GCF_001561915.1	3408008	
GCA_001559795.1	2875668	GCF_001559795.1	3396038	
GCA_003857035.1	7978678	GCF_003857035.1	7989638	
GCA_003611695.1	7523118	GCF_003611695.1	7552088	
GCA_002086775.1	4354968	GCF_002086775.1	4360038	
GCA_000715845.1	1155078	GCF_000715845.1	1161098	
GCA_000876205.1	1572148	GCF_000876205.1	1646478	
GCA_000836725.1	1531348	GCF_000836725.1	1646028	
GCA_001618175.1	3184178	GCF_001618175.1	3399988	
GCA_014904065.1	22542638	GCF_014904065.1	22569288	
GCA_001039045.1	1833508	GCF_001039045.1	1834178	
GCA_000709085.1	1137118	GCF_000709085.1	1137618	
GCA_006335005.1	11213698	GCF_006335005.1	11384948	
GCA_002795305.1	5680918	GCF_002795305.1	5685828	
GCA_001879695.1	3727468	GCF_001879695.1	3736818	
GCA_017813245.1	26085228	GCF_017813245.1	26164148	
GCA_006636215.1	11696838	GCF_006636215.1	11766918	
GCA_003946385.1	8091068	GCF_003946385.1	8102178	
GCA_001411475.1	2510588	GCF_001411475.1	2511578	
GCA_900566055.1	7672748	GCF_900566055.1	7723228	
GCA_004348995.1	8741258	GCF_004348995.1	8752698	
GCA_002529485.1	5294418	GCF_002529485.1	5358748	
GCA_001043955.1	1850678	GCF_001043955.1	1853188	
GCA_001311825.1	2388518	GCF_001311825.1	2393468	
GCA_014357575.1	21865438	GCF_014357575.1	21975808	
GCA_005889725.1	10745738	GCF_005889725.1	10753988	
GCA_004335975.1	8719838	GCF_004335975.1	8735628	
GCA_001891165.1	3769668	GCF_001891165.1	3832468	
GCA_900002405.2	26242058	GCF_900002405.1	26357168	
GCA_002000365.1	4131308	GCF_002000365.1	4136438	
GCA_016446475.1	24347598	GCF_016446475.1	24359828	
GCA_001654855.1	3283158	GCF_001654855.1	3395018	
GCA_004348345.1	8740618	GCF_004348345.1	8750258	
GCA_003336425.1	6942838	GCF_003336425.1	6953358	
GCA_009377235.1	14851548	GCF_009377235.1	14926138	
GCA_003270085.1	6732608	GCF_003270085.1	6853978	
GCA_000787815.1	1393158	GCF_000787815.1	1524228	
GCA_018861705.1	27368698	GCF_018861705.1	27458838	
GCA_001436595.1	2584038	GCF_001436595.1	2672188	
GCA_015356825.1	23064968	GCF_015356825.1	23190338	
GCA_003049505.1	6369058	GCF_003049505.1	6404468	
GCA_001646865.1	3245888	GCF_001646865.1	3404188	
GCA_009996845.1	16083488	GCF_009996845.1	16187328	
GCA_003857055.1	7978708	GCF_003857055.1	7987958	
GCA_003389455.1	7078838	GCF_003389455.1	8335008	
GCA_009377175.1	14851488	GCF_009377175.1	14926418	
GCA_001043975.1	1850698	GCF_001043975.1	1853168	
GCA_002251775.1	4920668	GCF_002251775.1	4929688	
GCA_003130405.1	6500238	GCF_003130405.1	6537488	
GCA_001998825.1	4127818	GCF_001998825.1	4141218	
GCA_016653355.1	24595068	GCF_016653355.1	24638088	
GCA_000506865.1	874628	GCF_000506865.1	876958	
GCA_001591625.1	3051928	GCF_001591625.1	3391098	
GCA_002009015.1	4163328	GCF_002009015.1	4167608	
GCA_900142235.1	3777188	GCF_900142235.1	3839148	
GCA_900101165.1	3635128	GCF_900101165.1	4878188	
GCA_007989765.1	13181888	GCF_007989765.1	13208888	
GCA_003574465.1	7458658	GCF_003574465.1	8337388	
GCA_003426775.1	7137408	GCF_003426775.1	7245838	
GCA_017676365.1	25938118	GCF_017676365.1	26072818	
GCA_011044995.1	17317658	GCF_011044995.1	17373328	
GCA_003574045.1	7458118	GCF_003574045.1	7467798	
GCA_000764645.1	1351188	GCF_000764645.1	1361428	
GCA_010811875.1	16959128	GCF_010811875.1	17301358	
GCA_000262345.1	379438	GCF_000262345.1	616998	
GCA_000745895.1	1194198	GCF_000745895.1	1447168	
GCA_002149035.1	4487818	GCF_002149035.1	4525498	
GCA_012184385.1	18566798	GCF_012184385.1	18658208	
GCA_900167035.1	4186838	GCF_900167035.1	4194818	
GCA_011684045.1	18034438	GCF_011684045.1	18129888	
GCA_011170085.1	17483568	GCF_011170085.1	19787478	
GCA_000747075.1	1303368	GCF_000747075.1	1641038	
GCA_014180715.1	21577158	GCF_014180715.1	21585438	
GCA_003612165.1	7523578	GCF_003612165.1	7551948	
GCA_018403665.1	26784988	GCF_018403665.1	26892538	
GCA_001046875.1	1855738	GCF_001046875.1	1857868	
GCA_001418655.1	2536458	GCF_001418655.1	2546788	
GCA_001642695.2	17757848	GCF_001642695.1	17948648	
GCA_000828125.2	3134898	GCF_000828125.2	3146138	
GCA_002879535.2	12616238	GCF_002879535.1	12935678	
GCA_002899695.1	5931418	GCF_002899695.1	5971488	
GCA_003265355.1	6727508	GCF_003265355.1	6840218	
GCA_900659635.1	8462598	GCF_900659635.1	8783548	
GCA_003579925.1	7470378	GCF_003579925.1	7490588	
GCA_001720135.1	3435188	GCF_001720135.1	3437528	
GCA_015163715.1	22830918	GCF_015163715.1	22907458	
GCA_004614185.1	9091418	GCF_004614185.1	9116738	
GCA_013036045.1	19506508	GCF_013036045.1	19633168	
GCA_002802985.1	5691558	GCF_002802985.1	5694948	
GCA_001552555.1	2867098	GCF_001552555.1	3402348	
GCA_019396355.1	28096898	GCF_019396355.1	28115448	
GCA_009078285.1	14523078	GCF_009078285.1	14636948	
GCA_003346515.1	6961988	GCF_003346515.1	6969148	
GCA_001039595.1	1835948	GCF_001039595.1	1846238	
GCA_003470205.1	7300118	GCF_003470205.1	7412658	
GCA_001816125.1	3572828	GCF_001816125.1	3621108	
GCA_002150735.1	4489568	GCF_002150735.1	4525438	
GCA_002786325.1	5667078	GCF_002786325.1	5679238	
GCA_003721225.1	7781848	GCF_003721225.1	7784028	
GCA_900197875.1	5828828	GCF_900197875.1	5859718	
GCA_005405445.1	10022138	GCF_005405445.1	10167028	
GCA_002154505.1	4493268	GCF_002154505.1	4528358	
GCA_004348335.1	8740648	GCF_004348335.1	8747158	
GCA_009904105.1	15853678	GCF_009904105.1	18083318	
GCA_003011125.1	6255488	GCF_003011125.1	6286138	
GCA_014490445.1	22005278	GCF_014490445.1	22016828	
GCA_012910885.1	19331588	GCF_012910885.1	19357168	
GCA_009602535.1	15138558	GCF_009602535.1	15168768	
GCA_003611735.1	7523218	GCF_003611735.1	7552148	
GCA_018139695.1	26467548	GCF_018139695.1	26704828	
GCA_009711465.1	15513298	GCF_009711465.1	15532998	
GCA_000636015.1	1011978	GCF_000636015.1	1445658	
GCA_000702785.1	1109818	GCF_000702785.1	1142448	
GCA_004349235.1	8741558	GCF_004349235.1	8749198	
GCA_003696235.1	7648118	GCF_003696235.1	7672128	
GCA_002940065.1	6053968	GCF_002940065.1	8331668	
GCA_002287235.1	4991408	GCF_002287235.1	4993508	
GCA_000813705.1	1462218	GCF_000813705.1	1472628	
GCA_009711445.1	15513268	GCF_009711445.1	15532818	
GCA_000240225.2	329458	GCF_000240225.1	329478	
GCA_003611635.1	7523058	GCF_003611635.1	7551908	
GCA_001998965.1	4127998	GCF_001998965.1	4139158	
GCA_004349215.1	8741538	GCF_004349215.1	8746478	
GCA_004335995.1	8719858	GCF_004335995.1	8735888	
GCA_001418325.1	2536148	GCF_001418325.1	2546568	
GCA_013392005.1	20285248	GCF_013392005.1	20300888	
GCA_000946815.1	1665698	GCF_000946815.1	1667348	
GCA_003236315.1	6668758	GCF_003236315.1	6703888	
GCA_002251835.1	4920728	GCF_002251835.1	4928708	
GCA_000981895.1	1741508	GCF_000981895.1	1747838	
GCA_003574085.1	7458168	GCF_003574085.1	7467778	
GCA_001462205.1	2715108	GCF_001462205.1	2721308	
GCA_002265265.1	4947728	GCF_002265265.1	4955158	
GCA_011319365.1	17651168	GCF_011319365.1	17949108	
GCA_003013245.1	6268338	GCF_003013245.1	6302698	
GCA_004353985.1	8757698	GCF_004353985.1	8762698	
GCA_002154385.1	4493128	GCF_002154385.1	4527558	
GCA_019655235.1	28413458	GCF_019655235.1	28482618	
GCA_017315755.1	25501068	GCF_017315755.1	25539248	
GCA_900241015.1	5878088	GCF_900241015.1	5893158	
GCA_001700515.1	3374918	GCF_001700515.1	3396498	
GCA_014180685.1	21577118	GCF_014180685.1	21585458	
GCA_002286695.1	4990528	GCF_002286695.1	4992038	
GCA_002148965.1	4487758	GCF_002148965.1	4525998	
GCA_001647025.2	3383608	GCF_001647025.1	3385688	
GCA_001639295.1	3221678	GCF_001639295.1	3397338	
GCA_002155915.1	4497478	GCF_002155915.1	4528918	
GCA_012033735.1	18402868	GCF_012033735.1	18658188	
GCA_001419745.1	2538248	GCF_001419745.1	2559828	
GCA_003612125.1	7523598	GCF_003612125.1	7552168	
GCA_001047075.2	6959808	GCF_001047075.2	6970668	
GCA_002211445.1	4639758	GCF_002211445.1	4643058	
GCA_001046855.1	1855718	GCF_001046855.1	1857948	
GCA_003236335.1	6668778	GCF_003236335.1	6701908	
GCA_001400515.1	2498428	GCF_001400515.1	2500108	
GCA_002155975.1	4497558	GCF_002155975.1	4529358	
GCA_000963695.1	1710398	GCF_000963695.1	1711758	
GCA_003574485.1	7458648	GCF_003574485.1	7467558	
GCA_005981925.1	10843438	GCF_005981925.1	10998888	
GCA_009829685.1	15730798	GCF_009829685.1	15857408	
GCA_005889745.1	10745748	GCF_005889745.1	10753108	
GCA_002921145.1	5999738	GCF_002921145.1	6011078	
GCA_009711525.1	15513368	GCF_009711525.1	15533498	
GCA_004305975.1	8654268	GCF_004305975.1	8680308	
GCA_001418415.1	2536228	GCF_001418415.1	2546688	
GCA_002154605.1	4493388	GCF_002154605.1	4529398	
GCA_001418575.1	2536368	GCF_001418575.1	2546668	
GCA_009711405.1	15513248	GCF_009711405.1	15533378	
GCA_012912135.1	19332848	GCF_012912135.1	19407328	
GCA_002154575.1	4493328	GCF_002154575.1	4528638	
GCA_001639265.1	3221648	GCF_001639265.1	3396638	
GCA_001906585.1	3800808	GCF_001906585.1	3860638	
GCA_000308315.1	450588	GCF_000308315.1	642078	
GCA_009377205.1	14851528	GCF_009377205.1	14924758	
GCA_003574345.1	7458538	GCF_003574345.1	7467338	
GCA_009908195.1	15863238	GCF_009908195.1	16152978	
GCA_012033785.1	18402908	GCF_012033785.1	18659248	
GCA_009906795.1	15861768	GCF_009906795.1	18095238	
GCA_001945525.1	3965508	GCF_001945525.1	3976218	
GCA_000576575.1	950638	GCF_000576575.1	1432378	
GCA_008274655.1	13608788	GCF_008274655.1	13742478	
GCA_001469865.1	2727348	GCF_001469865.1	2733838	
GCA_004684805.1	9167668	GCF_004684805.1	9232918	
GCA_003236385.1	6668898	GCF_003236385.1	6702888	
GCA_900323515.1	6538558	GCF_900323515.1	7656918	
GCA_010894475.1	17043698	GCF_010894475.1	17318458	
GCA_000603945.1	979028	GCF_000603945.1	1428638	
GCA_003313395.1	6822908	GCF_003313395.1	6900278	
GCA_009377185.1	14851478	GCF_009377185.1	14924538	
GCA_001419765.1	2538278	GCF_001419765.1	2559908	
GCA_016103465.1	23969288	GCF_016103465.1	23980498	
GCA_002155905.1	4497508	GCF_002155905.1	4527878	
GCA_009733735.1	15584818	GCF_009733735.1	15598988	
GCA_014650655.1	22193858	GCF_014650655.1	22231998	
GCA_000622205.1	994558	GCF_000622205.1	1115428	
GCA_016584055.1	24498208	GCF_016584055.1	24569278	
GCA_004306155.1	8654448	GCF_004306155.1	8679928	
GCA_003612055.1	7523518	GCF_003612055.1	7552308	
GCA_902143385.2	13959058	GCF_902143385.2	14000648	
GCA_002924615.1	6004688	GCF_002924615.1	6012878	
GCA_019396405.1	28096948	GCF_019396405.1	28119328	
GCA_003851725.1	7963038	GCF_003851725.1	7973178	
GCA_016653255.1	24594968	GCF_016653255.1	24637688	
GCA_014144865.1	21516558	GCF_014144865.1	21567848	
GCA_002289455.1	4996488	GCF_002289455.1	5007348	
GCA_000768055.1	1363858	GCF_000768055.1	1447008	
GCA_004348415.1	8740718	GCF_004348415.1	8754718	
GCA_002154375.1	4493148	GCF_002154375.1	4528478	
GCA_003428695.1	7193698	GCF_003428695.1	7263838	
GCA_000696365.2	21983708	GCF_000696365.2	22012038	
GCA_016103505.1	23969308	GCF_016103505.1	23980578	
GCA_007713715.1	12853648	GCF_007713715.1	13028518	
GCA_009906315.1	15861318	GCF_009906315.1	18095278	
GCA_003344635.1	6959188	GCF_003344635.1	6963228	
GCA_014654935.1	22198178	GCF_014654935.1	22233658	
GCA_011045075.1	17317798	GCF_011045075.1	17373048	
GCA_002811955.1	5706128	GCF_002811955.1	5714848	
GCA_002154615.1	4493368	GCF_002154615.1	4527778	
GCA_002749895.1	5610418	GCF_002749895.1	5615778	
GCA_009295725.1	14768128	GCF_009295725.1	14926378	
GCA_001418495.1	2536298	GCF_001418495.1	2555418	
GCA_010994245.1	17237828	GCF_010994245.1	17324168	
GCA_014156695.1	21533408	GCF_014156695.1	21570408	
GCA_009192725.1	14663568	GCF_009192725.1	14738688	
GCA_013004605.1	19474748	GCF_013004605.1	19633308	
GCA_902825405.1	18440398	GCF_902825405.1	20074758	
GCA_001418645.1	2536468	GCF_001418645.1	2542078	
GCA_014145145.1	21516828	GCF_014145145.1	21568188	
GCA_001723295.1	3441638	GCF_001723295.1	3456658	
GCA_009720255.2	15707698	GCF_009720255.1	15855758	
GCA_015731765.1	23515518	GCF_015731765.1	23558428	
GCA_000966975.1	1715568	GCF_000966975.1	1719018	
GCA_009711475.1	15513308	GCF_009711475.1	15535018	
GCA_006519715.1	11573358	GCF_006519715.1	11648038	
GCA_002943415.1	6079238	GCF_002943415.1	6181768	
GCA_009711365.1	15513208	GCF_009711365.1	15534718	
GCA_004135055.1	8394418	GCF_004135055.1	8414908	
GCA_013870575.1	21062148	GCF_013870575.1	21435628	
GCA_000963705.1	1710418	GCF_000963705.1	1711698	
GCA_009906395.1	15861368	GCF_009906395.1	18095258	
GCA_000964365.1	1711878	GCF_000964365.1	1894308	
GCA_014141525.1	21513198	GCF_014141525.1	21568228	
GCA_005518285.1	10135188	GCF_005518285.1	10409788	
GCA_002759055.1	5624808	GCF_002759055.1	5634058	
GCA_014141535.1	21513218	GCF_014141535.1	21566828	
GCA_003319815.1	6893578	GCF_003319815.1	6904918	
GCA_000328885.1	559808	GCF_000328885.1	627028	
GCA_002848015.1	5815758	GCF_002848015.1	5861738	
GCA_000156415.1	183738	GCF_000156415.1	183758	
GCA_006538825.1	11592498	GCF_006538825.1	11652698	
GCA_004802225.1	9356278	GCF_004802225.1	9484668	
GCA_001912155.1	3884218	GCF_001912155.1	3904978	
GCA_000696715.1	1091018	GCF_000696715.1	1391048	
GCA_002998365.1	6221718	GCF_002998365.1	6243088	
GCA_014283975.1	21761978	GCF_014283975.1	21780648	
GCA_001578075.1	2918358	GCF_001578075.1	2931208	
GCA_000273525.1	392578	GCF_000273525.1	618878	
GCA_000181575.2	443458	GCF_000181575.2	443478	
GCA_003031105.1	6316918	GCF_003031105.1	6364508	
GCA_001467115.1	2723578	GCF_001467115.1	2725948	
GCA_004306555.1	8654848	GCF_004306555.1	8680698	
GCA_902858935.1	19716918	GCF_902858935.1	20101068	
GCA_000985635.1	1745348	GCF_000985635.1	3785348	
GCA_004723625.1	9210228	GCF_004723625.1	9263828	
GCA_000799205.1	1412828	GCF_000799205.1	1814258	
GCA_001190115.1	2033838	GCF_001190115.1	2210928	
GCA_010994595.1	17238418	GCF_010994595.1	17303698	
GCA_000960005.1	1700188	GCF_000960005.1	1707288	
